alex_calib1_x,alex_calib1_y,alex_calib1_z,alex_calib2_x,alex_calib2_y,alex_calib2_z,alex_calib3_x,alex_calib3_y,alex_calib3_z,alex_calib4_x,alex_calib4_y,alex_calib4_z,alex_calib5_x,alex_calib5_y,alex_calib5_z,alex_calib6_x,alex_calib6_y,alex_calib6_z,alex_calib7_x,alex_calib7_y,alex_calib7_z,aeva_x,aeva_y,aeva_z
1654.3956960093315,-595.4020310069473,652.0219954888461,1583.055483599048,-229.60120935438746,756.5494723528274,1602.8343909840457,-333.75007724815026,1047.356867712529,1508.002815059601,144.37700006173884,1189.7431007654202,1515.3173189301974,138.0148728079937,918.1626356606457,1510.5884994378541,146.67160440540442,652.092390945087,1648.3662644810154,-594.1897106710483,1212.2078329352414, 3887.5131485309438,-159.51064142458693,1023.405165
