t,range,v_r_model,v_r_fd,diff
1762892819.6841853,1.3466114742308597,-0.09388828874115283,-0.09388394920851191,-4.33953264092346e-06
1762892819.6909251,1.3460858837061824,-0.08626876599416988,-0.08621766715732973,-5.109883684015215e-05
1762892819.695382,1.3456461077951627,-0.10669442722092025,-0.10669034736332848,-4.0798575917655455e-06
1762892819.6991549,1.3452078506856175,-0.09003963916024352,-0.0900663510675234,2.6711907279888814e-05
1762892819.7062829,1.3446643182927427,-0.1031615035411329,-0.10311558485366029,-4.591868747261252e-05
1762892819.709352,1.3441563642973655,-0.12478593552278905,-0.12474183079058125,-4.410473220779754e-05
1762892819.7143831,1.343653875630239,-0.10506909588274081,-0.1050305798356305,-3.8516047110317975e-05
1762892819.71936,1.3431052080984442,-0.10220792096304016,-0.10213105362244047,-7.68673405996817e-05
1762892819.7244468,1.3426260646338488,-0.09106047595568904,-0.09099343135386154,-6.704460182750671e-05
1762892819.7300534,1.342132186975118,-0.10734282517237234,-0.1073570745098619,1.4249337489558034e-05
1762892819.734598,1.3415362670985709,-0.12316161326395916,-0.1230940174316865,-6.75958322726572e-05
1762892819.7398849,1.3409219969405346,-0.12521753153665816,-0.12517566145319978,-4.1870083458378504e-05
1762892819.7449512,1.3402402825684545,-0.148202655776073,-0.14816076048530388,-4.1895290769117244e-05
1762892819.7494574,1.339503727179095,-0.12941974332414835,-0.12936656190371534,-5.318142043300722e-05
1762892819.755704,1.338849245595012,-0.13764011180909608,-0.13759566036398072,-4.445144511536214e-05
1762892819.759717,1.338092046848632,-0.17168975493658337,-0.17164893847516022,-4.0816461423148764e-05
1762892819.7640908,1.3374096516340734,-0.1365597786586325,-0.13648593947284715,-7.383918578535154e-05
1762892819.7703867,1.336635781693963,-0.1417441568208957,-0.14170030002268277,-4.385679821292121e-05
1762892819.7743733,1.3359526159639412,-0.15594506957924076,-0.15583794570111997,-0.00010712387812078505
1762892819.779322,1.335243336441773,-0.1368736164532583,-0.1368405874265497,-3.302902670859753e-05
1762892819.7842135,1.334606070371429,-0.1191458444443278,-0.1190602856756257,-8.555876870210144e-05
1762892819.789185,1.3340690283901595,-0.1021403241987993,-0.10209662236674841,-4.370183205089362e-05
1762892819.7957904,1.333424108908392,-0.11947209640316116,-0.1194166374457553,-5.545895740585727e-05
1762892819.7991786,1.3328756318754633,-0.13094016858051927,-0.13085824342567184,-8.192515484742313e-05
1762892819.8044553,1.33229024232628,-0.09387020505909598,-0.09383544704721462,-3.475801188135286e-05
1762892819.8104625,1.3318168044662315,-0.09926851140440508,-0.09923069434275913,-3.781706164594778e-05
1762892819.8143632,1.3313070684874733,-0.0953745287030558,-0.09532463609982966,-4.989260322613154e-05
1762892819.8204231,1.330867308996428,-0.09741878169059125,-0.0973992343098794,-1.9547380711845697e-05
1762892819.8243816,1.3303312889956431,-0.1094967518122575,-0.10942146705090221,-7.528476135529316e-05
1762892819.8295474,1.3298689170000353,-0.0854504696643045,-0.08544631209006381,-4.157574240687412e-06
1762892819.8355815,1.3293742944724176,-0.0926481121076326,-0.09255765230990314,-9.045979772946688e-05
1762892819.8393557,1.3289610836006496,-0.0770107003342565,-0.07691120061055173,-9.949972370476567e-05
1762892819.8459482,1.3285769808027963,-0.08859018617897926,-0.08859419708628655,4.0109073072835955e-06
1762892819.8501174,1.3280076560789247,-0.10794216610772225,-0.10791664117928342,-2.552492843883869e-05
1762892819.854675,1.327635210054399,-0.07187865505501759,-0.07182818705639565,-5.046799862193363e-05
1762892819.8598378,1.3273094627228186,-0.06385687895316497,-0.0638543816856342,-2.4972675307655123e-06
1762892819.8645272,1.3270061057704952,-0.07338018403577773,-0.07339993141531263,1.974737953490402e-05
1762892819.8688395,1.3266487362207537,-0.07402626941632974,-0.07387650191921197,-0.0001497674971177726
1762892819.8741276,1.3262968617331576,-0.05663873279029111,-0.05674954079500265,0.00011080800471154062
1762892819.8802156,1.3260031453577563,-0.06489836500410948,-0.06490409955999753,5.734555888051163e-06
1762892819.884048,1.3256529897871585,-0.0703726852533407,-0.07029553201360633,-7.715323973436772e-05
1762892819.8894467,1.3253542409367838,-0.0618571876842236,-0.06190487497432193,4.768729009832495e-05
1762892819.894533,1.3250039212678653,-0.06929645955788802,-0.0693165710189193,2.0111461031285804e-05
1762892819.9005723,1.3245830549497817,-0.06964008784359065,-0.06952259298357491,-0.00011749486001573495
1762892819.904515,1.3243099391618862,-0.07438173419848025,-0.07437579644825831,-5.937750221937654e-06
1762892819.910678,1.323831442165335,-0.08222597229594567,-0.08225905834910589,3.3086053160227835e-05
1762892819.9145298,1.3234861334134345,-0.08336558800259454,-0.08334494575283753,-2.0642249757008013e-05
1762892819.9189866,1.3231389582598907,-0.05771859508769385,-0.05769108655122606,-2.7508536467789335e-05
1762892819.9253178,1.322863764056261,-0.05028990239285319,-0.05027534836146705,-1.455403138614364e-05
1762892819.929783,1.3225961581015806,-0.05909350525001654,-0.059057774392601195,-3.573085741534476e-05
1762892819.9340987,1.3223451803220159,-0.04837578563979973,-0.04835370667132613,-2.207896847360169e-05
1762892819.9393544,1.32213334959883,-0.030419205834472718,-0.030396640201168428,-2.256563330428965e-05
1762892819.9473903,1.3219411604191726,-0.04167076339102915,-0.041628836017276745,-4.1927373752408126e-05
1762892819.9497232,1.3217017075246287,-0.04639727087411999,-0.04639568522362613,-1.5856504938585592e-06
1762892819.9548502,1.321595054224924,-0.03681712443451729,-0.03672930589303216,-8.781854148513096e-05
1762892819.9602332,1.3213156837022313,-0.033089527135744055,-0.033092023771601,2.496635856941154e-06
1762892819.966741,1.3212015606694771,-0.038334960199069505,-0.038269269969328445,-6.56902297410597e-05
1762892819.969677,1.3209542779043957,-0.04633393771740342,-0.04636142193086608,2.7484213462658502e-05
1762892819.974964,1.3208203391173499,-0.020767793504756233,-0.02075715446356858,-1.063904118765377e-05
1762892819.982212,1.3206940849968056,-0.03731847884706944,-0.037422778620384636,0.00010429977331519874
1762892819.984472,1.3204645183634462,-0.059807865770067414,-0.05986126715340211,5.340138333469885e-05
1762892819.9897358,1.3202437022855,-0.02965732125129454,-0.029724663774368672,6.734252307413063e-05
1762892819.997023,1.3200914420496945,-0.03845645513143902,-0.038477661390147,2.120625870798143e-05
1762892819.9992752,1.3198766497995855,-0.04117630225244481,-0.04125855761769883,8.225536525401783e-05
1762892820.0043874,1.3197876027648703,-0.010919873143701797,-0.010915615168786022,-4.2579749157754115e-06
1762892820.0119145,1.3197386842379708,-0.01852003579494132,-0.018470507619494196,-4.952817544712218e-05
1762892820.014693,1.3195972523058066,-0.03035557787031833,-0.030410979675429967,5.540180511163714e-05
1762892820.0191593,1.3195183620010997,-0.00407720991645022,-0.00430015011241945,0.00022294019596923002
1762892820.0261865,1.319547828769394,-0.003270779624042111,-0.0030882552446535247,-0.0001825243793885864
1762892820.0301056,1.319484557113616,-0.02214618212596422,-0.022052053002985312,-9.412912297890666e-05
1762892820.0340142,1.319375210617683,-0.031032359749885535,-0.03130731281965439,0.0002749530697688553
1762892820.040516,1.319158638318279,-0.023122868924427137,-0.022988796198233408,-0.00013407272619372912
1762892820.0457172,1.3191061724053392,-0.020192046990295018,-0.02001245078074839,-0.0001795962095466272
1762892820.0492222,1.3189844032925964,-0.030444517330089876,-0.030818840052883528,0.00037432272279365117
1762892820.0550756,1.3188177571856137,-0.022264003677645652,-0.022080344893173485,-0.00018365878447216752
1762892820.061703,1.3187088243420797,-0.031071069364883616,-0.03122468326727944,0.0001536139023958251
1762892820.0647402,1.3185159851249995,-0.05135897133875207,-0.05141554729305338,5.6575954301307796e-05
1762892820.069054,1.3183308726833207,-0.044929017255455735,-0.04469028170814172,-0.00023873554731401736
1762892820.074261,1.3180904992709814,-0.04112822469318868,-0.0413037563268851,0.00017553163369642133
1762892820.0803676,1.3178635753322037,-0.04032387299734894,-0.04038620352699093,6.233052964198932e-05
1762892820.0840387,1.3176956116822789,-0.045584829744019256,-0.04543619511917592,-0.00014863462484333845
1762892820.0892963,1.317457885733354,-0.0361013263871668,-0.03631497716577324,0.000213650778606439
1762892820.0961878,1.3172544175553305,-0.041404667449339724,-0.04133451396697326,-7.015348236646263e-05
1762892820.099034,1.3170553813955777,-0.04707600739589618,-0.047084556810073064,8.549414176883818e-06
1762892820.105997,1.3167925531027689,-0.05066316533807263,-0.0508318606157523,0.00016869527767967435
1762892820.1099555,1.3165002223343636,-0.07266454582216524,-0.07248610785163392,-0.0001784379705313116
1762892820.114662,1.31616447211063,-0.03766206189371736,-0.03798921861265521,0.0003271567189378488
1762892820.119433,1.3161401841899965,-0.053700522309557526,-0.05345065671734356,-0.00024986559221396726
1762892820.1244218,1.3156427988882358,-0.09738312591683362,-0.09746566115542778,8.253523859415302e-05
1762892820.1297407,1.3151355287347901,-0.09393047664601863,-0.09429134330513875,0.00036086665912012095
1762892820.1340811,1.3147320114291807,-0.10601854107883729,-0.10564917164395327,-0.00036936943488402596
1762892820.1404848,1.314000424013968,-0.12319476508028508,-0.12338152668283452,0.00018676160254943452
1762892820.1453705,1.313339113186717,-0.1622810971187143,-0.16254458003880695,0.0002634829200926503
1762892820.1495898,1.3125204609576178,-0.15267362976303966,-0.15257008172988196,-0.00010354803315770766
1762892820.1559403,1.311726476278822,-0.1597141601316281,-0.15962373521427609,-9.042491735200553e-05
1762892820.1598237,1.3108868909516436,-0.2078616004589413,-0.20799714157991456,0.00013554112097324822
1762892820.1642222,1.3100038551461952,-0.15178616819380114,-0.15196972458180097,0.0001835563879998281
1762892820.1710362,1.3091829171392166,-0.17745668311808208,-0.17715243512983325,-0.0003042479882488236
1762892820.1745574,1.3081729480611477,-0.21932563725137916,-0.21971102910349183,0.0003853918521126709
1762892820.17982,1.307253015602697,-0.19084418634581873,-0.19077533836282917,-6.884798298956163e-05
1762892820.1847348,1.3062313561143803,-0.22513954296108357,-0.2251531939169274,1.3650955843824697e-05
1762892820.1892014,1.305140787239125,-0.19805969033500473,-0.19817440503494074,0.0001147146999360138
1762892820.1956403,1.304070164302651,-0.2189402073077393,-0.21882210677224898,-0.00011810053549032862
1762892820.1995378,1.3028789546163575,-0.2589957670159931,-0.25921750311475034,0.00022173609875725253
1762892820.204807,1.3016939906729486,-0.2177423308563295,-0.21772037566889302,-2.1955187436473178e-05
1762892820.211039,1.3003748845913266,-0.2905072643107129,-0.2905862775064541,7.901319574121768e-05
1762892820.214312,1.2989319583726313,-0.35530217563629296,-0.3547548271726104,-0.0005473484636825399
1762892820.219273,1.2974538248132959,-0.3098919677235162,-0.31025484695203404,0.0003628792285178539
1762892820.2243855,1.2958066299418427,-0.32364163983162975,-0.32338789857041794,-0.00025374126121180396
1762892820.229347,1.2941960473898435,-0.29503358964271875,-0.29506380059886295,3.0210956144194334e-05
1762892820.2355597,1.2925095274412925,-0.33663241564641777,-0.336606941947824,-2.5473698593792005e-05
1762892820.2392976,1.290846593623704,-0.33528835595521306,-0.3353721571683589,8.380121314582878e-05
1762892820.2455902,1.2891455743219598,-0.3190532088419401,-0.31902308732962736,-3.012151231274185e-05
1762892820.2498794,1.2874707768767655,-0.3764392954688922,-0.37644517725117554,5.88178228333458e-06
1762892820.2543828,1.2858356278584115,-0.31842833528256803,-0.3183488325981915,-7.950268437650898e-05
1762892820.2603016,1.28415287219742,-0.335969169838514,-0.336072366946314,0.00010319710779999047
1762892820.2643547,1.2824843622497362,-0.38079424956082053,-0.38067457356564716,-0.0001196759951733739
1762892820.2691035,1.2808021985440805,-0.34121895899354654,-0.3411541149811759,-6.484401237061288e-05
1762892820.274194,1.2791276458145044,-0.33278864579171713,-0.3328404604939501,5.181470223297735e-05
1762892820.2792106,1.2774381665613583,-0.34133297777256233,-0.34150314951530597,0.0001701717427436411
1762892820.2841525,1.2757267847772251,-0.3449670837886093,-0.3446618443637991,-0.0003052394248101997
1762892820.289157,1.2740100405067927,-0.30917919384429937,-0.3094172828201917,0.00023808897589233657
1762892820.2956724,1.2721623258654948,-0.33591709305550427,-0.3358924890038732,-2.4604051631071933e-05
1762892820.3002014,1.2703002751534431,-0.4188831234555167,-0.41875353058633097,-0.0001295928691857351
1762892820.3045273,1.2684543194534712,-0.402222898199896,-0.4023081758247087,8.52776248126963e-05
1762892820.3097806,1.2664464920494323,-0.34573169839146917,-0.34563192250807073,-9.977588339843413e-05
1762892820.316214,1.2644149876412085,-0.44464843091717776,-0.44473677350119184,8.834258401407835e-05
1762892820.3191533,1.2622781027195509,-0.45831094147225726,-0.45856361193976464,0.00025267046750737654
1762892820.3253202,1.2602392343828783,-0.43361772793495823,-0.433173920946852,-0.0004438069881062545
1762892820.3296976,1.2577105869105405,-0.5580404939727381,-0.5584059681337348,0.0003654741609966372
1762892820.334081,1.2553472124171186,-0.5098197003459124,-0.5100214722420809,0.00020177189616854552
1762892820.3396387,1.2526404119049601,-0.4013886210270197,-0.4013094039211867,-7.921710583302932e-05
1762892820.347073,1.250133343000911,-0.5279246053013744,-0.5279908669179684,6.626161659395446e-05
1762892820.3493612,1.247507035887855,-0.7542177927171678,-0.754396153541787,0.00017836082461919478
1762892820.354245,1.2447229124039179,-0.4712759093542298,-0.47120400323176337,-7.190612246643635e-05
1762892820.3613603,1.2418529976792159,-0.5346652565691036,-0.5348649847516243,0.00019972818252067537
1762892820.364833,1.2390596715008217,-0.7408024620197904,-0.7407782983300664,-2.416368972402161e-05
1762892820.3691156,1.2361080548977483,-0.5586437897873245,-0.5586557615181842,1.1971730859650087e-05
1762892820.375568,1.233062615573937,-0.49038858399656654,-0.4904320382520378,4.345425547125359e-05
1762892820.3820012,1.2297885582805814,-0.7496000990358304,-0.7496919866772254,9.188764139500538e-05
1762892820.3840563,1.2266989176155465,-0.7682849476381836,-0.7682343734286011,-5.057420958243242e-05
1762892820.390329,1.2233909155657263,-0.5050000924404897,-0.505091486167018,9.139372652833266e-05
1762892820.3972995,1.2200098908567247,-0.7533750984261881,-0.7532357542553308,-0.00013934417085725848
1762892820.399327,1.2166131830500693,-0.9775752281157888,-0.9778296572574761,0.0002544291416872735
1762892820.4043045,1.2131602173090081,-0.5726732356631022,-0.5725428464841543,-0.00013038917894792057
1762892820.4116447,1.209560796379776,-0.7438826452185024,-0.7438478226354138,-3.482258308862285e-05
1762892820.4142623,1.205753136620486,-0.9990716615647212,-0.9993704292850579,0.0002987677203367678
1762892820.4189756,1.202234517226034,-0.5838003592180482,-0.5837026556702142,-9.770354783400492e-05
1762892820.4267125,1.1984859111930735,-0.6899210103688037,-0.6899982889713934,7.72786025896588e-05
1762892820.4299154,1.1946860487579753,-1.0328755964824956,-1.0327390045368554,-0.0001365919456401965
1762892820.434141,1.1908143048516269,-0.7563113323764818,-0.7561531704763355,-0.00015816190014639187
1762892820.4404392,1.1867284469854702,-0.7137169720097202,-0.7140683857869922,0.00035141377727199163
1762892820.4452088,1.182911090729569,-0.8894487074390225,-0.8891626813793219,-0.0002860260597006281
1762892820.449283,1.1788649942313534,-0.8725672854511286,-0.8726305034738778,6.321802274922295e-05
1762892820.4543724,1.1749146380639972,-0.6306003250110117,-0.630613357912968,1.3032901956311349e-05
1762892820.4619155,1.1708987026203928,-0.8083621230582219,-0.8084414396034336,7.931654521176057e-05
1762892820.4643528,1.1668460366695252,-1.1016896432694356,-1.1014224180329593,-0.0002672252364763761
1762892820.4693186,1.1627447234375912,-0.7173418799866293,-0.7174527811709738,0.0001109011843444252
1762892820.4756536,1.1587382446795496,-0.7543772377965342,-0.7544766059330953,9.936813656108434e-05
1762892820.4800966,1.1546130120862415,-0.9468951776770744,-0.9467637813925719,-0.00013139628450253849
1762892820.4841883,1.1506579283547171,-0.7629247299037963,-0.7629021409310976,-2.2588972698689425e-05
1762892820.4903896,1.1467604550879225,-0.7212788365487516,-0.7212523395121743,-2.649703657731095e-05
1762892820.4949026,1.142930219803945,-0.8888841092329351,-0.8889545207984142,7.041156547904492e-05
1762892820.499066,1.1390474154701704,-0.6600687949265897,-0.6599744071752331,-9.438775135650612e-05
1762892820.5065184,1.135264119989154,-0.69608856248896,-0.6962249098963897,0.00013634740742973772
1762892820.5100746,1.1313830228165511,-0.9112261587132919,-0.9110025141972315,-0.00022364451606038394
1762892820.5148537,1.1276705934114788,-0.817421834283994,-0.8174931731201516,7.133883615761949e-05
1762892820.519173,1.1239452317123684,-0.7894874100659318,-0.7896099218795222,0.00012251181359035357
1762892820.5243716,1.1201551587430922,-0.6635492706248307,-0.663434738090107,-0.00011453253472371028
1762892820.5303285,1.1165442156212038,-0.7574341007053178,-0.7575654414833302,0.00013134077801235655
1762892820.534096,1.112788305586578,-0.7477939344591115,-0.7478413871826447,4.745272353323671e-05
1762892820.540474,1.108957046319984,-0.7334383892007756,-0.7334317964299532,-6.59277082248888e-06
1762892820.544598,1.1050857315240057,-0.8979679219408332,-0.8979351798419183,-3.2742098914906315e-05
1762892820.5490618,1.1012457251620742,-0.677970045597515,-0.6780492935294791,7.92479319641215e-05
1762892820.5560553,1.0973171818908463,-0.7453304643354738,-0.7453698666349409,3.9402299467083957e-05
1762892820.5596943,1.0933205689091055,-0.9625910718185177,-0.9625565430813893,-3.4528737128391995e-05
1762892820.5643375,1.0893451109123093,-0.7206541617130972,-0.7207067110130153,5.254929991815871e-05
1762892820.571096,1.0851033208665066,-0.8322229440479736,-0.832197046048922,-2.589799905161616e-05
1762892820.5744386,1.080939022023675,-1.0032964604295214,-1.003373131942841,7.667151331958166e-05
1762892820.5794106,1.076760665063929,-0.7611020336594464,-0.7610638403779144,-3.819328153198409e-05
1762892820.585617,1.0724314748311112,-0.8884848367802539,-0.8884413223556856,-4.351442456829169e-05
1762892820.5893528,1.06792752097529,-1.0269679425107312,-1.026885359771321,-8.258273941019745e-05
1762892820.594553,1.063255300837946,-0.9259274233889216,-0.9259863293042123,5.890591529067457e-05
1762892820.599265,1.058748910736065,-0.8648069458554828,-0.8647148964932453,-9.204936223750071e-05
1762892820.605253,1.0540028623309325,-0.8930426101338113,-0.8929793306480046,-6.327948580664433e-05
1762892820.6099126,1.0492408817693022,-0.9971826299117499,-0.9972021017748723,1.9471863122455524e-05
1762892820.614745,1.0445374992871805,-0.9202436530653739,-0.9202747529053144,3.109983994042942e-05
1762892820.6200824,1.0398819226702058,-0.9167020450080774,-0.9166464808509222,-5.556415715524121e-05
1762892820.624883,1.0352445053461732,-1.015012597481939,-1.0150041080877108,-8.48939422826156e-06
1762892820.6291933,1.0306342937462023,-0.8675803893290024,-0.8675950380323484,1.4648703345998548e-05
1762892820.635399,1.0261207313094007,-0.8873451937500598,-0.88733335395855,-1.1839791509871134e-05
1762892820.6393783,1.0215968006251135,-0.8768491046955218,-0.876854867541905,5.762846383206011e-06
1762892820.6455474,1.0172221566145476,-0.8003524849727847,-0.8004260541236978,7.35691509131664e-05
1762892820.6500945,1.013019275044064,-0.9432379824284974,-0.9432593951261494,2.1412697651990165e-05
1762892820.6543238,1.0089437100370013,-0.7557641371655994,-0.755739552172169,-2.458499343038767e-05
1762892820.6608005,1.004928366790695,-0.7152185315965081,-0.7151892379875457,-2.9293608962310813e-05
1762892820.665452,1.0009849503278652,-0.8931446660899856,-0.8931519405800151,7.274490029574032e-06
1762892820.6694715,0.9971838058511554,-0.8121448415789312,-0.8121544581588309,9.616579899729416e-06
1762892820.674631,0.9935300909187439,-0.6925148734639327,-0.6924649139025534,-4.995956137932023e-05
1762892820.6799583,0.9899220362612535,-0.7537414662566125,-0.7537421042858108,6.380291982521769e-07
1762892820.6841202,0.9863777872825327,-0.748674200281342,-0.7485944802777985,-7.972000354350417e-05
1762892820.6891935,0.9830086586916829,-0.5774582807032422,-0.5774540899336846,-4.190769557599339e-06
1762892820.6956477,0.9797211631445842,-0.6096944142868419,-0.609657137481651,-3.727680519094445e-05
1762892820.6998062,0.9765385344086741,-0.6983032381458826,-0.698288473574749,-1.4764571133585314e-05
1762892820.7045991,0.9734704858593031,-0.5891495844312848,-0.5889554724398208,-0.0001941119914640188
1762892820.7098026,0.9706510915698964,-0.5304684168508899,-0.5305492185318081,8.080168091828543e-05
1762892820.7153032,0.967791465522388,-0.604814207889871,-0.6048473820695899,3.317417971893111e-05
1762892820.719168,0.9649865021612423,-0.5501881626721866,-0.5500513157285204,-0.00013684694366622452
1762892820.7251077,0.9623984944223667,-0.49096365699594363,-0.4909355648758693,-2.8092120074318938e-05
1762892820.7296965,0.9598176554241153,-0.5566574089606895,-0.5564585835040989,-0.00019882545659055673
1762892820.7339606,0.9574721895759192,-0.510099822234358,-0.5103453851627879,0.000245562928429921
1762892820.739089,0.9550242364329101,-0.37753896563102457,-0.37739804362987217,-0.00014092200115239928
1762892820.7466788,0.9526723655194388,-0.45279779952748983,-0.4527123286806009,-8.547084688892426e-05
1762892820.749143,0.9504727241466924,-0.5718119398239734,-0.5718648525243455,5.291270037210971e-05
1762892820.7543674,0.9482755698259924,-0.3660862317985248,-0.36604052383842034,-4.570796010444633e-05
1762892820.7609973,0.9461335296377178,-0.40757115209326567,-0.4075402783017884,-3.087379147725944e-05
1762892820.7646663,0.9440783258012859,-0.46543949392675293,-0.4652314805995781,-0.00020801332717484966
1762892820.769498,0.942178683150487,-0.37619036068343237,-0.3763249884584584,0.00013462777502604162
1762892820.7748487,0.9402464415108092,-0.34842334402764114,-0.34831455605325573,-0.00010878797438540477
1762892820.7803688,0.9383922618078165,-0.40100981927034773,-0.4011216850333518,0.00011186576300409312
1762892820.7841313,0.9365229937862073,-0.3741349856384997,-0.3740464421671603,-8.854347133935292e-05
