t,px,py,pz,qx,qy,qz,qw
1762892819.3643186,-1.5807073834872107,-0.7052805519204194,0.05874894903755739,-0.0003967273062430143,0.0017375066202581493,0.06942912954233581,0.9975852944230797
1762892819.3703907,-1.580680612157435,-0.7052624220911847,0.05869982555224578,-0.0001561420226514015,0.0016192045810784225,0.06953614548180433,0.9975781063494361
1762892819.3740354,-1.5806710545596623,-0.7052372131247452,0.05870334787258882,-0.00010993252541327451,0.0016223919619923549,0.069582689395306,0.997574861900438
1762892819.3801785,-1.5806703947673437,-0.7052268031569794,0.05872087432638017,-0.0001310883662494382,0.0016229742160264098,0.06955353020881523,0.9975768918765239
1762892819.384596,-1.580637754743232,-0.7052153882999231,0.05870070167650347,-4.611800704448322e-05,0.0016001248296572009,0.06963903717383936,0.9975709708963867
1762892819.3898463,-1.5806588522504905,-0.7052281562019225,0.0586999380947565,-0.00017849382210064318,0.0015878453470539668,0.06957529100972158,0.9975754235986479
1762892819.394599,-1.5806460554419983,-0.705262062716021,0.0586882142988537,-0.00022205146312651104,0.0015812319249841383,0.0695502188566618,0.9975771736841905
1762892819.3990333,-1.5806467710970382,-0.7052620896402912,0.05867784754114244,-0.00022732913722965854,0.0015872090147092995,0.06952555420266449,0.99757888229544
1762892819.4048362,-1.58075656020263,-0.7053229465631067,0.058727221001233974,3.31550498373973e-05,0.0015507713095944038,0.06936630770462116,0.9975900507545752
1762892819.4092247,-1.5807522065026154,-0.7053284627955805,0.05872543479955251,7.630245349656542e-06,0.0015175843759546242,0.06937663217189954,0.9975893843600814
1762892819.4138212,-1.5807244151049056,-0.7053575515093036,0.058702927894382854,-6.70426538281752e-05,0.0014605095111277452,0.06934177100923372,0.9975918911110663
1762892819.4195802,-1.580697456774516,-0.705408089626105,0.058697725339814905,-0.00010399135723462713,0.0015250967139386494,0.06928155894216946,0.9975959747594982
1762892819.4239488,-1.5807051211407377,-0.7053912155683485,0.05870698537570166,-5.62264793352211e-05,0.0015754938349992165,0.06931258442435428,0.9975937451178088
1762892819.4299445,-1.5807011917150953,-0.7053793225615214,0.05871208647280858,-4.4238739793454644e-05,0.0015679248998566964,0.06929808623261464,0.9975947648714579
1762892819.4349215,-1.5807266213058797,-0.705305827532485,0.058689571862497555,-0.0001495528311897466,0.001420872624677083,0.06932737508256624,0.9975929399404831
1762892819.4391153,-1.5807288009434575,-0.705299589076076,0.05868292645078604,-0.00011859137557466497,0.0014089374531738562,0.06931664906038701,0.9975937063726785
1762892819.44514,-1.5807260416496172,-0.7053087887267289,0.058678996241135754,-0.00014528763541521797,0.0014134807523856713,0.06932553538833304,0.9975930789188479
1762892819.450332,-1.5806933705775983,-0.705329576664417,0.058632684625416105,-0.00026548122755596005,0.001287758684044333,0.06929032400299735,0.9975956706987301
1762892819.454822,-1.5807201986462562,-0.7053207437907664,0.058670994770317834,-0.00014977135785965832,0.0014074682290397096,0.06931870374131346,0.9975935614835075
1762892819.460084,-1.580717716053897,-0.7053308918904351,0.05866209062251054,-0.0001359194550153263,0.0014130045122628199,0.06932523256800067,0.9975931019576783
1762892819.4646637,-1.5807188138849633,-0.7053376687892807,0.058663673423905376,-0.0001500160573708558,0.001419689514159355,0.06932274444263054,0.9975932633492508
1762892819.4693174,-1.5807044277570452,-0.7053241723691686,0.05867114870039668,-0.00013944222131014955,0.00140009890545433,0.0693083217575685,0.9975942946980356
1762892819.4746583,-1.5808589873437364,-0.7053967840831813,0.058695896677514785,-5.2641114924071785e-05,0.0012677631904428378,0.06939910728730214,0.9975881684909518
1762892819.479546,-1.5808382650556883,-0.705391047193243,0.058700532003036224,-2.0968649019270998e-05,0.0012558353180608143,0.06940519303002832,0.9975877613615928
1762892819.4843633,-1.5808269920752835,-0.705414491427589,0.05871144746293186,-3.7854455572920934e-05,0.0012837867251971299,0.06938808012794061,0.997588915733752
1762892819.490746,-1.5808206435877379,-0.7054135624520284,0.05870647506443435,-5.5431490800281166e-05,0.001290439026843415,0.06938024004188005,0.9975894516213566
1762892819.4944232,-1.5808043081064662,-0.7054112955132792,0.058696517161322126,-3.573262354479137e-05,0.001282523843193277,0.0693644309430439,0.9975905620923441
1762892819.4996977,-1.5808137472663826,-0.7053742707986232,0.0586617611569834,-0.00014586254407112539,0.0012034096287689235,0.06937281298818324,0.9975900677871098
1762892819.504325,-1.5808016489718217,-0.7054231125071567,0.05865737083772253,-7.163867793091387e-05,0.0012714177806407287,0.06934635148496622,0.9975918313120103
1762892819.5094233,-1.5808082763186728,-0.7054718598454467,0.058642610750238265,-4.882787870685077e-05,0.0011843180170637174,0.0693135737512911,0.9975942178563872
1762892819.5149965,-1.5808162965517192,-0.7054491276504093,0.058645058451024995,-3.207404516714211e-06,0.0012150954706260924,0.0692957312691271,0.9975954215816083
1762892819.518998,-1.5808267534602578,-0.7053834282013243,0.058595974094145235,-0.00012215111112744495,0.0012654769452734166,0.06926849388444202,0.9975972430806874
1762892819.5250711,-1.5807943528719015,-0.705356987085387,0.05857153862398867,-0.00010688668748993245,0.0012887257947224238,0.0692796351645764,0.9975964414093133
1762892819.5302649,-1.5807839074849428,-0.7053680165436311,0.058579403615147706,-7.676568564893916e-05,0.0013313398785844185,0.06928549061174583,0.9975959815636022
1762892819.5342412,-1.5807770301494837,-0.7053912681753232,0.05858739347803286,-9.030613736811802e-05,0.0013036433049517851,0.06930248572045912,0.997594836510244
1762892819.5391588,-1.5808684913696749,-0.7055057971845697,0.05858322898470196,-4.101136612663952e-05,0.0010194173163013598,0.06908299278802267,0.997610394499703
1762892819.546596,-1.5808668778512005,-0.705502539720351,0.05861299486068192,5.6096362736766466e-06,0.0010109472159346054,0.06909803033508319,0.9976093625052196
1762892819.549379,-1.5808527210026024,-0.705511521938059,0.05862188874601201,-3.873373350885178e-05,0.0010263657454406712,0.0691105718350834,0.9976084772763724
1762892819.5540452,-1.5808334651650122,-0.7054833939263767,0.05865604035209837,-0.00022114328429864645,0.0010770146592677706,0.06916120725625993,0.9976048909994017
1762892819.5614116,-1.5808111649642895,-0.7054063099319323,0.058695534654677244,-0.000442218719820853,0.0013336671381349165,0.06925785702174395,0.9975978022306005
1762892819.56527,-1.58076167259966,-0.7052750531556881,0.058753854480262914,-0.000704934006194003,0.0018062962337344799,0.06946332580448586,0.997582621505679
1762892819.5693545,-1.580712514977771,-0.7050291332773923,0.05889805412681099,-0.001222318618774459,0.0023899402625965818,0.0697654722180864,0.9975598092389864
1762892819.5747395,-1.580665021458348,-0.7047393313929535,0.059103467653607626,-0.0020346049684737914,0.003003463573988465,0.07008169962542675,0.9975346585291127
1762892819.5814023,-1.5806205075704685,-0.7044942195323101,0.059400666412724006,-0.0031701755040335297,0.003475637672617146,0.07034162969425688,0.9975118671284059
1762892819.5844514,-1.580585064216699,-0.7042606364061369,0.059824279751466806,-0.004465331483743442,0.0035617143452359354,0.07045280385260863,0.9974987606182621
1762892819.5892982,-1.5805579443684552,-0.7040094240351137,0.060380570859634886,-0.00588867893307722,0.0034655212399342552,0.0703827571939923,0.9974966571937623
1762892819.5967407,-1.580479525641786,-0.7037090486204348,0.061066493006727125,-0.007544317452603611,0.00334473907359591,0.07014671001351912,0.997502548903502
1762892819.5994232,-1.5804538409243396,-0.7034158936872328,0.061845754082321555,-0.009207489938568542,0.0034033302996328047,0.06940141034666655,0.9975405173293947
1762892819.604441,-1.5803961594146476,-0.7032707712003222,0.06289604795455922,-0.011384927590971391,0.004446667700209934,0.06862319879683203,0.9975677757210297
1762892819.6113884,-1.580223203630648,-0.7028454319748776,0.06395029513288664,-0.012596565583710655,0.005170780977272699,0.06788443815093961,0.9976002669488976
1762892819.6146646,-1.5800167315921596,-0.7023955556655703,0.06523730024986121,-0.013977432305809735,0.006335978963481526,0.06711670974633267,0.9976271016915776
1762892819.619237,-1.5796477822434862,-0.7017394247733759,0.06673426529390751,-0.015357264511004713,0.00807452106719832,0.06652010186455194,0.9976342178294628
1762892819.6253068,-1.5794116603636053,-0.701147997797926,0.06838762197992242,-0.01654656278385643,0.009859034266186227,0.06571931310074271,0.9976522352949171
1762892819.6297252,-1.5791219661916278,-0.7005385605587787,0.07021186503154755,-0.017693643644524006,0.01162680639434391,0.064965910130928,0.9976628603233205
1762892819.6342478,-1.578824636777055,-0.6999726551200889,0.07221452120885881,-0.01897579725221421,0.013770365915534096,0.0641320288581285,0.9976659656496936
1762892819.6412117,-1.5784536396397568,-0.6993196632449517,0.07437846152108353,-0.020163704728978857,0.01592675117624913,0.06334533636559819,0.9976608301268031
1762892819.6464398,-1.5780579596564754,-0.6987048292705074,0.07673634037316138,-0.02146296341446946,0.018257832736481572,0.06248277729139845,0.9976481821199241
1762892819.6496847,-1.577605347047972,-0.6980736805864317,0.07923327702030467,-0.02280827944001651,0.020671767797352695,0.06158067098186217,0.9976273258920598
1762892819.6551042,-1.57718579194111,-0.697507558204419,0.08190529714992803,-0.024117917687037888,0.023589399708441462,0.060264908894298995,0.9976121526043067
1762892819.6617362,-1.576622740385131,-0.6968767076177522,0.08470985416943203,-0.025480810308374263,0.026208375666139132,0.059245416553868106,0.9975739721786699
1762892819.6651053,-1.5759757138047166,-0.6962086736331649,0.0877011042416077,-0.026713879209029873,0.02867928092652365,0.05815023181136514,0.997538178739755
1762892819.6690567,-1.5753113005899069,-0.6955358806012314,0.09083644939691059,-0.028065083352949584,0.031220372881323195,0.057022288057282704,0.9974898987349473
1762892819.6753514,-1.5745788978782371,-0.6948442774031329,0.0941068894261427,-0.02935176253466601,0.033631830563534304,0.05585814492099638,0.9974403449104309
1762892819.6800556,-1.5737922459515592,-0.6940934126882874,0.09755184466801359,-0.03067247936717251,0.03601646753530779,0.054634679432048736,0.9973851136241737
1762892819.6841853,-1.5729579514652734,-0.6933177522057246,0.10112203652474963,-0.03189211474987177,0.038107101009573166,0.053469824013967104,0.9973323015872607
